experiment,d,kappa,stable_spectrum,stable_min,stable_max,rotation_seed,rotation_id,start_id,trial,start_seed,run_seed,method,eta,hisd_sweep_eta,eta_v,n_inner,n_grad_samples,n_hv_samples,l,tol,max_iter,x0_mode,unstable_scale,stable_scale,x0_norm,y0_unstable_abs,y0_stable_norm,converged,iterations,func_evals,true_grad_norm,hessian_index,index_ok,grad_ok,min_hessian_eval,max_hessian_eval
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,0,0,100500,100500,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.7950291037559509,0.5972332954406738,0.524770200252533,True,3392,237440,9.259717626264319e-05,1,True,True,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,0,0,100500,100500,DF-HiSD,0.002,0.002,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.7950291037559509,0.5972332954406738,0.524770200252533,False,5000,350000,0.015584763139486313,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,1,1,100600,100600,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.4284534156322479,0.3955286145210266,0.1647101789712906,True,3188,223160,9.927357314154506e-05,1,True,True,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,1,1,100600,100600,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.4284534156322479,0.3955286145210266,0.1647101789712906,True,2829,198030,9.865116589935496e-05,1,True,True,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,1,1,100600,100600,DF-HiSD,0.002,0.002,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.4284534156322479,0.3955286145210266,0.1647101789712906,False,5000,350000,0.00497221015393734,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,2,2,100700,100700,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9440696239471436,0.885084331035614,0.32847103476524353,False,5000,350000,1786.6358642578125,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,2,2,100700,100700,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9440696239471436,0.885084331035614,0.32847103476524353,False,5000,350000,1815.77783203125,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,2,2,100700,100700,DF-HiSD,0.002,0.002,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9440696239471436,0.885084331035614,0.32847103476524353,False,5000,350000,209884.90625,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,3,3,100800,100800,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.7061214447021484,0.6135309338569641,0.34955301880836487,True,3544,248080,9.905109618557617e-05,1,True,True,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,3,3,100800,100800,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.7061214447021484,0.6135309338569641,0.34955301880836487,False,5000,350000,1790.5460205078125,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,3,3,100800,100800,DF-HiSD,0.002,0.002,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.7061214447021484,0.6135309338569641,0.34955301880836487,False,5000,350000,0.010393700562417507,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,4,4,100900,100900,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9859291911125183,0.9015329480171204,0.39911746978759766,True,2542,177940,9.939598385244608e-05,1,True,True,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,4,4,100900,100900,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9859291911125183,0.9015329480171204,0.39911746978759766,False,5000,350000,1822.012451171875,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,123,0,4,4,100900,100900,DF-HiSD,0.002,0.002,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9859291911125183,0.9015329480171204,0.39911746978759766,False,5000,350000,153395.890625,1,True,False,-9.99999713897705,0.19999991357326508
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,0,5,101500,101500,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.49004238843917847,0.4056631922721863,0.2749162018299103,True,2464,172480,9.733848128234968e-05,1,True,True,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,0,5,101500,101500,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.49004238843917847,0.4056631922721863,0.2749162018299103,True,2538,177660,9.749377204570919e-05,1,True,True,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,0,5,101500,101500,DF-HiSD,0.05,0.05,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.49004238843917847,0.4056631922721863,0.2749162018299103,False,5000,350000,0.00017939171812031418,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,1,6,101600,101600,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.0679136514663696,1.0543668270111084,0.169559046626091,False,5000,350000,1696.680419921875,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,1,6,101600,101600,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.0679136514663696,1.0543668270111084,0.169559046626091,False,5000,350000,1770.861328125,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,1,6,101600,101600,DF-HiSD,0.05,0.05,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.0679136514663696,1.0543668270111084,0.169559046626091,False,5000,350000,131722.296875,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,2,7,101700,101700,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.2496179342269897,1.2231049537658691,0.2560453712940216,False,5000,350000,1713.06396484375,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,2,7,101700,101700,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.2496179342269897,1.2231049537658691,0.2560453712940216,False,5000,350000,1769.0103759765625,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,2,7,101700,101700,DF-HiSD,0.05,0.05,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,1.2496179342269897,1.2231049537658691,0.2560453712940216,False,5000,350000,359976.75,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,3,8,101800,101800,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.40582600235939026,0.3211478590965271,0.24811050295829773,True,933,65310,9.314298222307116e-05,1,True,True,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,3,8,101800,101800,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.40582600235939026,0.3211478590965271,0.24811050295829773,True,1336,93520,9.575223521096632e-05,1,True,True,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,3,8,101800,101800,DF-HiSD,0.05,0.05,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.40582600235939026,0.3211478590965271,0.24811050295829773,True,2986,209020,9.91605338640511e-05,1,True,True,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,4,9,101900,101900,DF-ADAM-H,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9243508577346802,0.8099156618118286,0.44548967480659485,False,5000,350000,1704.73876953125,1,True,False,-9.999999046325684,0.19999997317790985
randomly_rotated_anisotropic_quadratic,10,500,logspace,0.02,0.2,456,1,4,9,101900,101900,DF-ADAM-FC,0.02,,0.01,5,5,3,0.0001,0.0001,5000,eigenbasis_pollution,0.5,0.1,0.9243508577346802,0.8099156618118286,0.44548967480659485,False,5000,350000,1752.47802734375,1,True,False,-9.999999046325684,0.19999997317790985
