experiment,d,kappa,lambda2,theta_deg,index_k,method,trial,seed,run_seed,init_seed,eta,eta_v,n_inner,n_grad_samples,n_hv_samples,l,tol,max_iter,rotation_scheme,hisd_eta_selected,hisd_pilot_n,hisd_pilot_success_count,hisd_eta_selection_rule,converged,iterations,g_norm,func_evals,true_grad_norm,hessian_index,index_ok,grad_ok,min_hessian_eval,max_hessian_eval
higher_index_rotated,10,100,0.02,30.0,1,DF-HiSD,16,16142,16142,10058,0.1,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,3,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,False,1428,0.0009909846121445298,99960,0.0009909846121445298,0,False,True,0.020069843158125877,4.0002121925354
higher_index_rotated,10,100,0.02,30.0,1,DF-HiSD,17,17142,17142,10059,0.1,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,3,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,918,0.000991691485978663,64260,0.000991691485978663,1,True,True,-2.0,0.021332861855626106
higher_index_rotated,10,100,0.02,30.0,1,DF-HiSD,18,18142,18142,10060,0.1,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,3,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,False,1376,0.0009916529525071383,96320,0.0009916529525071383,0,False,True,0.020083405077457428,4.000256061553955
higher_index_rotated,10,100,0.02,30.0,1,DF-HiSD,19,19142,19142,10061,0.1,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,3,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,False,1283,0.000976339157205075,89810,0.000976339157205075,0,False,True,0.020164411514997482,4.0001444816589355
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,0,242,242,20042,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,1335,0.0009999051690101624,173550,0.0009999051690101624,2,True,True,-2.000000238418579,0.02216983772814274
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,1,1242,1242,20043,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,1927,0.0009894340764731169,250510,0.0009894340764731169,2,True,True,-2.0,0.024937907233834267
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,2,2242,2242,20044,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,1361,0.000999522628262639,176930,0.000999522628262639,2,True,True,-2.0,0.02391412854194641
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,3,3242,3242,20045,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,927,0.0009967931546270847,120510,0.0009967931546270847,2,True,True,-1.9999998807907104,0.022013969719409943
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,4,4242,4242,20046,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,1610,0.000999519252218306,209300,0.000999519252218306,2,True,True,-1.9999998807907104,0.022937696427106857
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,5,5242,5242,20047,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,2449,0.0009975737193599343,318370,0.0009975737193599343,2,True,True,-1.9999998807907104,0.025237753987312317
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,6,6242,6242,20048,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,671,0.000991477514617145,87230,0.000991477514617145,2,True,True,-2.0,0.02252676710486412
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,7,7242,7242,20049,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,False,2980,0.0009908013744279742,387400,0.0009908013744279742,0,False,True,0.020021725445985794,4.0000152587890625
higher_index_rotated,10,100,0.02,30.0,2,DF-ADAM-H,8,8242,8242,20050,0.01,0.01,5,5,3,0.0001,0.001,3000,unstable_stable_pair_v1,0.1,5,2,max certified success_count; min median_success_iterations; min total_final_grad_norm; min eta,True,770,0.0009949880186468363,100100,0.0009949880186468363,2,True,True,-2.0,0.023152004927396774
