experiment,d,kappa,lambda1,lambda_plus,method,trial,seed,eta,hisd_eta_selected,hisd_eta_candidates,hisd_eta_selection_rule,eta_v,n_inner,n_grad_samples,n_hv_samples,l,tol,max_iter,converged,iterations,func_evals,true_grad_norm,hessian_index,index_ok,grad_ok,min_hessian_eval,max_hessian_eval
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-H,18,1842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1110,77700,9.985144085682707e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-H,19,1942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1660,116200,9.678879094278239e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,0,42,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1054,73780,9.552514250078353e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,1,142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2023,141610,9.796150997157889e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,2,242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,553,38710,8.703988898975826e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,3,342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1049,73430,8.815934634840728e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,4,442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1091,76370,9.778286430839061e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,5,542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,619,43330,8.761102787543975e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,6,642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1580,110600,9.97902558746645e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,7,742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1168,81760,9.566788191587672e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,8,842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1396,97720,9.506326290664023e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,9,942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1544,108080,9.716236325430954e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,10,1042,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2545,178150,9.649921327509236e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,11,1142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1060,74200,9.93135085879214e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,12,1242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2934,205380,9.836372194041933e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,13,1342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1022,71540,9.938134494363575e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,14,1442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2404,168280,9.848932469590429e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,15,1542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,775,54250,8.280919110239774e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,16,1642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1667,116690,9.866009052120417e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,17,1742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2078,145460,9.405379959950136e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,18,1842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1106,77420,9.96405804507826e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-ADAM-FC,19,1942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1982,138740,9.853399165505104e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,0,42,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2930,205100,9.88291880777188e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,1,142,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0005010571282605429,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,2,242,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2836,198520,9.986962149923902e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,3,342,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2771,193970,9.975617777851378e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,4,442,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2926,204820,9.961396543719132e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,5,542,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2813,196910,9.880296716075339e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,6,642,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.00016420859095532422,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,7,742,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2948,206360,9.994504183222943e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,8,842,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0002165679727283128,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,9,942,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0001483786102226628,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,10,1042,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0002710857186973826,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,11,1142,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0001264958070765199,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,12,1242,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.00034771947912979364,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,13,1342,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2777,194390,9.947814299569936e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,14,1442,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0005609851291808621,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,15,1542,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2691,188370,9.947973262545229e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,16,1642,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0003874743804664578,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,17,1742,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0002594109429131329,1,True,False,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,18,1842,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2627,183890,9.885790913773906e-05,1,True,True,-10.0,0.02
df_quadratic_kappa,10,500,-10.0,0.02,DF-HiSD,19,1942,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.00016458513016399107,1,True,False,-10.0,0.02
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,0,42,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1505,105350,9.695371615317122e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,1,142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2498,174860,9.726767993525731e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,2,242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1315,92050,9.349585117108286e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,3,342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1014,70980,8.78341791367617e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,4,442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1480,103600,9.817106413870992e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,5,542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,773,54110,7.93830446578477e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,6,642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2018,141260,9.960238368588956e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,7,742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1540,107800,9.878187432165811e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,8,842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1643,115010,9.854130587903562e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,9,942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1856,129920,9.223622951638835e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,10,1042,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0003527184701819682,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,11,1142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1552,108640,9.810218812564567e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,12,1242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0014373305476250058,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,13,1342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1122,78540,8.50470851062486e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,14,1442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0001392539401733935,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,15,1542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,938,65660,9.363510892197147e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,16,1642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2126,148820,9.306449413516718e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,17,1742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2954,206780,9.844429778811542e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,18,1842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1470,102900,9.839976750003692e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-H,19,1942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2227,155890,9.975702449166143e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,0,42,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1722,120540,9.90266645979515e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,1,142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2674,187180,9.74311490221353e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,2,242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,875,61250,7.950959230499445e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,3,342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2337,163590,9.437339411174954e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,4,442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1440,100800,9.463060908089448e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,5,542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,885,61950,9.779113853402e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,6,642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2152,150640,9.742826107201958e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,7,742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1686,118020,9.697737656676741e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,8,842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1973,138110,9.394415334610583e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,9,942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2094,146580,9.979878173777265e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,10,1042,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.00027935382791798035,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,11,1142,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1574,110180,9.903938495399924e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,12,1242,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0012889226750846252,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,13,1342,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1325,92750,9.854083708163966e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,14,1442,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.00014365502003883593,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,15,1542,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1051,73570,9.598077932105934e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,16,1642,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2260,158200,9.99894048835636e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,17,1742,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2755,192850,9.879818707692239e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,18,1842,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,1506,105420,9.926342267121578e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-ADAM-FC,19,1942,0.05,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,True,2658,186060,9.956817884822257e-05,1,True,True,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,0,42,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0009523717914859569,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,1,142,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.005261577771984268,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,2,242,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0008015248921620624,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,3,342,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0008153056860613936,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,4,442,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0012029594124974379,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,5,542,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0006814589449464369,1,True,False,-10.0,0.01
df_quadratic_kappa,10,1000,-10.0,0.01,DF-HiSD,6,642,0.1,0.1,"[0.005, 0.01, 0.02, 0.05, 0.1]",success_rate_then_mean_success_iters_then_final_grad_norm,0.01,5,5,3,0.0001,0.0001,3000,False,3000,210000,0.0016002882155802052,1,True,False,-10.0,0.01
